LIN,CODIGO,RAMO,NOM_ART,TAM,PRES,UNIDAD,CCJ_CON,CCJ_SIN,CU_CON,CU_SIN,PREV_CON,PREV_SIN,FECH_AN,FECH_AC,IVA,GAN,EXIS,UBICA,STK,PROV,SI
,7501000601745,,FLORENTINAS 83 G CHOCOLATE,,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,24/01/2010,0,19.0,-26,,0,GAMES,
ABA,7501001602734,,DOLCA NESCAFE 200 GS,200 GS,12,PZA,0.00,450.00,0.00,37.50,0.00,45.00,25/01/2010,25/01/2010,0,20.0,-1,,0,GARIS,
ABA,75029968,,CAJETA CORONADO 18G MINI DUVALIN,370 G,1,PZA,0.00,19.60,0.00,19.60,0.00,24.00,,25/01/2010,0,22.4,12,,0,GARIS,
ABA,7503011648030,CAFE,CAFE ABUELO 30,,60,VASO,0.00,253.80,0.00,4.23,0.00,5.50,27/02/2011,27/02/2011,0,30.0,-16,,0,GARIS,
ABA,7506195102589,,ZEST 180 GS AGUACATES,,1,PZA,8.51,7.34,8.51,7.34,10.50,9.05,08/11/2010,23/03/2011,16,23.4,11,,0,GARIS,
ABA,7802800705313,ABARROTES,ZUKO 25 G NARANJA,12 G,8,SOBRE,0.00,21.50,0.00,2.69,0.00,3.50,15/03/2011,15/03/2011,0,30.2,-67,,0,GARIS,
ABA,7802800705368,ABARROTES,ZUKO 25 G HORCHATA,12 G,8,SOBRE,0.00,21.50,0.00,2.69,0.00,3.50,15/03/2011,15/03/2011,0,30.2,-84,,0,GARIS,
PER,7509546013138,,PALMOLIVE OPTIM 400 G DORADO A C,4,1,PZA,38.90,33.53,38.90,33.53,48.80,42.07,19/08/2010,19/08/2010,16,25.4,-7,,0,GARIS,
LAC,75010980,LACTEOS,YOPLI 90 GR FUD FRESA,90 GR,72,PZA,0.00,72.00,0.00,1.00,0.00,1.50,,26/01/2010,0,50.0,0,,0,FUD,
LAC,7501040092268,LACTEOS,YOPLI 90 GR FUD UVA,90 GR,72,PZA,0.00,72.00,0.00,1.00,0.00,1.50,,26/01/2010,0,50.0,0,,0,FUD,
ABA,0,,CAJETA MONTES 20G MINI DUVALIN,370 G,18,PZA,0.00,17.80,0.00,0.99,0.00,1.30,27/01/2010,27/01/2010,0,31.5,12,,0,GARIS,
LAC,7501032344542,LACTEOS,DANONE ACTIVIA 125 GR CIRUELA,100 GR,1,PZA,0.00,3.00,0.00,3.00,0.00,3.80,01/09/2010,01/09/2010,0,26.7,-175,,0,GARIS,
ABA,7501059224223,,CARLOS V 300 ML CHOC/LIQ,,1,PZA,0.00,6.40,0.00,6.40,0.00,8.00,,27/01/2010,0,25.0,0,,0,GARIS,
MAT,0,CARBONATO,CARBONATO 1K,1K,10,K,0.00,103.40,0.00,10.34,0.00,14.00,31/03/2011,31/03/2011,0,35.4,5,,1,DAMAR,
VIN,657726000052,,TEQUI JARRO VIEJO BCO 750 ML,750,1,PZA,79.16,68.24,79.16,68.24,95.00,81.90,,31/01/2010,16,20.0,3,,0,GALLO,
ABA,7501000906284,,GERBER ET 3 170 G VER/PAVO,170G,24,PZA,0.00,215.00,0.00,8.96,0.00,11.00,,31/01/2010,0,22.8,27,,2,GARIS,
ABA,7501000904273,,GERBER ET 2 113 G PAVO/ARROZ,113 G,12,PZA,0.00,84.00,0.00,7.00,0.00,8.50,,31/01/2010,0,21.4,-4,,0,GARIS,
ABA,7501069210223,HARINA,HARINA P/HOT TRES EST 1 K,1K,10,PQT,0.00,167.50,0.00,16.75,0.00,20.00,,01/02/2010,0,19.4,-13,,0,GARIS,
DUL,62,,FRITURAS TOLUQ/PARIOS ECONOMICA,1,1,BOLSA,0.00,5.00,0.00,5.00,0.00,6.00,22/01/2011,22/01/2011,0,20.0,-4,,0,GGGGG,
DUL,63,,FRITURAS TOLUQUEÑAS FINAS,1,1,BOLSA,0.00,5.50,0.00,5.50,0.00,7.00,,05/02/2010,0,27.3,-5,,0,TOLUQ,
DUL,0,,TREVI POSTRIN 10 PZ,,10,PZA,0.00,36.30,0.00,3.63,0.00,4.50,,05/02/2010,0,24.0,6,,0,GARIS,
ABA,0,,CARLOS V MILKY 14 PZ,,14,PZA,0.00,26.00,0.00,1.86,0.00,2.50,,05/02/2010,0,34.6,6,,0,GARIS,
MER,743601014600,,ESTAMBRE REAL 100 GS,100,10,PZA,192.00,165.52,19.20,16.55,27.00,23.27,07/03/2010,07/03/2010,16,40.6,-1,,0,MARZ,
FER,0,,DERIVADOR 6 SALIDAS,,1,PZA,11.42,9.84,11.42,9.84,16.00,13.79,,07/02/2010,16,40.1,0,,0,EL 45,
DUL,622,,FRITURAS PARIOS PAPAS,1,1,BOLSA,0.00,4.00,0.00,4.00,0.00,5.00,,08/02/2010,0,25.0,-2,,0,GGGGG,
ABA,7501001157296,,NATURELA F/MOD C/A/10P MANZAN,,8,PZA,87.00,75.00,10.88,9.38,13.50,11.64,10/01/2011,10/01/2011,16,24.1,-59,,0,GARIS,
ABA,7790073034257,TOALLA INT,ALWAYS MOD C/A 10 PZ,10,8,PTE,104.50,90.09,13.06,11.26,16.00,13.79,05/10/2010,09/04/2011,16,22.5,24,,1,GARIS,
ABA,7501006749212,,ALWAYS NOC PINK C/A 12/8+2 PZ,,12,PTE,195.96,168.93,16.33,14.08,20.00,17.24,08/02/2010,08/02/2010,16,22.5,-94,,1,GARIS,
ABA,7501943424609,,KOTEX ANAT MANZ S/A 10 PZ .,,10,PTE,81.00,69.83,8.10,6.98,10.00,8.62,26/02/2011,26/02/2011,16,23.4,-26,,0,GARIS,
PAP,7502220081164,,ESTRELLITAS CHICAS ORO,,10,PZA,10.00,8.62,1.00,0.86,1.50,1.29,,08/02/2010,16,50.0,10,,0,CUAHU,
ABA,745819007306,JABON,JABON LEON 350 GS DESENG,350 GS,20,PZA,128.00,110.34,6.40,5.52,7.70,6.64,10/09/2010,10/09/2010,16,20.3,-101,,0,F V,
CRI,0,,PLANCHA SECA C/TEFLON,,1,PZA,99.00,85.34,99.00,85.34,130.00,112.07,,10/02/2010,16,31.3,3,,0,ANFOR,
ABA,7501008001059,CEREAL,CORN FLAKES KELLOGS 350 G,200 G,12,CAJA,0.00,242.00,0.00,20.17,0.00,24.80,11/02/2010,11/02/2010,0,23.0,-72,,1,GARIS,
FAR,7501027513021,,EVENFLO BIBERON 4 OZ DECORADO,8 OZ,1,PZA,15.20,13.10,15.20,13.10,19.50,16.81,24/02/2010,16/02/2011,16,28.3,6,,0,GARIS,
ABA,7501052411095,,LEGAL SOLUBLE 20 GS,,20,PZA,0.00,54.50,0.00,2.73,0.00,3.50,16/02/2011,09/03/2011,0,28.4,12,,0,GARIS,
ABA,7501008702017,,CUETARA MARIAS 1 K,,20,PZA,0.00,391.00,0.00,19.55,0.00,25.00,15/09/2010,15/09/2010,0,27.9,-28,,0,GARIS,
ABA,0,,MUIBON NUTRESA AVELLANA,,15,PZA,0.00,22.90,0.00,1.53,0.00,2.00,23/03/2011,23/03/2011,0,31.0,0,,0,GARIS,
ABA,605388003843,,AGUA MINERAL 2 L MEMBERS,2 L,1,PZA,10.00,8.62,10.00,8.62,12.50,10.78,,15/02/2010,16,25.0,2,,0,SAMS,
ABA,758104002511,,BONAFONT JUGO NAT 1.5 ML NARJA,1.5 ML,12,PZA,108.74,93.74,9.06,7.81,11.50,9.91,11/03/2010,11/03/2010,16,26.9,-7,,0,SAMS,
ABA,7501055321919,,CIEL GASIFICADA 1.75 LT,,4,PZA,46.56,40.14,11.64,10.03,15.00,12.93,20/03/2010,20/03/2010,16,28.9,-15,,0,SAMS,
PAN,7501030495208,,NAPOLITANO MARINELA 41 GR,41 GR,1,PZA,0.00,3.20,0.00,3.20,0.00,4.00,,16/02/2010,0,25.0,0,,0,MARIN,
LEC,0,,QUESO CANASTO PANELA K,,1,K,0.00,65.50,0.00,65.50,0.00,85.00,06/04/2011,06/04/2011,0,29.8,0,,0,CHILC,
LAC,0,,QUESO RALLADO ECONOMICO,K,1,K,0.00,10.00,0.00,10.00,0.00,20.00,,18/02/2010,0,100.0,0,,0,,
ABA,7503000291001,,POSTRINI CHOCOLATE 23 GR.,23 GR,10,PZA,27.60,38.90,2.76,3.89,3.51,5.00,23/03/2011,23/03/2011,0,28.5,0,,0,GARIS,
VIN,7503002089088,,VERTIGO 1L DEST,750,1,PZA,44.50,38.36,44.50,38.36,55.00,47.42,28/02/2011,28/02/2011,16,23.6,-36,,0,GARIS,
ABA,7501059236219,CHOCOLATE,CARLOS V 23 GR FRAN C/U,,16,PQT,0.00,50.50,0.00,3.16,0.00,4.00,24/01/2011,24/01/2011,0,26.7,-11,,0,GARIS,
,7501059292949,,CARLOS V SNAC 29 G,23 G,10,PTE,0.00,38.20,0.00,3.82,0.00,5.00,19/02/2010,19/02/2010,0,30.9,-360,,0,GARIS,
MER,0,,CALCETIN ALTAN EXCELENCE CABALL,,12,PZA,192.00,165.52,16.00,13.79,21.00,18.10,15/12/2010,15/12/2010,16,31.3,12,,0,ROGEL,
MER,0,,CALCETA DUTLA 09/12,,12,PZA,132.00,113.79,11.00,9.48,15.00,12.93,21/12/2010,21/12/2010,16,36.4,12,,0,ROGEL,
MER,0,,CALCETA DUTLA 13/18,,12,PZA,160.00,137.93,13.33,11.49,17.50,15.09,19/12/2010,19/12/2010,16,31.3,12,,0,ROGEL,
ABA,792313000425,,JAROCHITO 3.5 NARANJA,3.5 L,8,PZA,81.00,69.83,10.13,8.73,12.00,10.34,13/03/2010,13/03/2010,16,18.5,-2,,0,GARIS,
FAR,0,,ACROMICINA TABS 250 MG,,20,PZA,0.00,83.50,0.00,4.18,0.00,5.50,12/08/2010,12/08/2010,0,31.8,2,,0,GARIS,
FAR,0,,CONTAC ULTRA TABLETAS,,12,PZA,0.00,26.50,0.00,2.21,0.00,3.00,31/12/2010,31/12/2010,0,35.8,12,,0,GARIS,
ABA,7501008015087,,ZUCARITAS 950 GS,950,14,PZA,0.00,470.00,0.00,33.57,0.00,41.00,04/03/2011,04/03/2011,0,22.1,-8,,0,GARIS,
ABA,7501058751119,,HARPIC POWER PLUS 750 ML,750,1,PZA,26.10,22.50,26.10,22.50,32.00,27.59,,24/02/2010,16,22.6,1,,0,GARIS,
ABA,7891010030094,,JOHNSON SHAMP 200 ML BEBE,200 ML,1,PZA,26.80,23.10,26.80,23.10,33.00,28.45,,06/07/2010,16,23.1,3,,0,GARIS,
ABA,0,,MENNEN SHAMP 200 ML POOH,200,1,PZA,22.90,19.74,22.90,19.74,28.50,24.57,,24/02/2010,16,24.5,6,,0,GARIS,
ABA,0,,POETT 1.800 L BAMBU,1.800 L,12,PZA,177.00,152.59,14.75,12.72,18.00,15.51,,24/02/2010,16,22.0,6,,0,GARIS,
ABA,74323008517,,PALETA PAYASO 10 PZA X PTE,,1,PTE,0.00,39.60,0.00,39.60,0.00,48.50,14/02/2011,14/02/2011,0,22.5,1,,0,GARIS,
ABA,0,,FRIJOL COST 560 G CHARROS,560,12,PZA,0.00,126.00,0.00,10.50,0.00,12.70,,24/02/2010,0,21.0,12,,0,GARIS,
ABA,7501077400050,,HARINA MASECA BCA 1 K,1 K,10,K,0.00,74.00,0.00,7.40,0.00,9.00,31/12/2010,31/12/2010,0,21.6,-10,,0,GARIS,
ABA,7501055302833,REFRESCO,SPRITE 1 L DES,1 L,12,BOTELLA,83.50,72.61,6.96,6.05,8.00,6.96,,25/02/2010,16,15.0,-1740,,0,COCA,
ABA,7501055308675,BEBIDAS,CIEL AGUA 1 LT CHUPON,1 L,12,PZA,0.00,60.00,0.00,5.00,0.00,6.50,,25/02/2010,0,30.0,-119,,0,COCA,
PER,7502209683044,PERFUMERI,GEL COOL XTREME 300 GR VERDE,300 GR,4,PZA,72.40,62.41,18.10,15.60,22.80,19.66,,26/02/2010,15,26.0,-1,,0,GARIS,
PER,7502209683037,PERFUMERI,GEL COOL XTREME 300 GR AZUL,300 GR,4,PZA,72.40,62.41,18.10,15.60,22.80,19.66,,26/02/2010,15,26.0,0,,0,GARIS,
PER,7502209683020,PERFUMERI,GEL COOL XTREME 300 GR NARANJA,300 GR,4,PZA,72.40,62.41,18.10,15.60,22.80,19.66,,26/02/2010,15,26.0,0,,0,GARIS,
SEM,7501607500021,SEMILLA,TAMAROCA PALETAS 8 PZ 60 GR C/U,1 K,1,KG,0.00,22.70,0.00,22.70,0.00,29.50,06/05/2010,06/05/2010,0,30.0,0,,1,GARIS,
ABA,7501024513314,,HERSHEY`S CHOCOL 38 GR ALMONDS,46 GS,6,PZA,0.00,43.60,0.00,7.27,0.00,9.00,26/02/2010,26/02/2010,0,23.9,-4,,0,GARIS,
,7501229300443,,PASADOR CARMITA 90 PZ,,12,,0.00,61.00,0.00,5.08,0.00,7.50,26/02/2010,26/02/2010,0,47.5,-1,,0,DF,
PAP,86806034067,,KODAK ULTRA 400 135-36,36 EXP,1,PZA,43.00,37.07,43.00,37.07,54.00,46.55,10/03/2011,10/03/2011,16,25.6,0,,0,D F,
PAP,0,,SOBRE P/CD C,,50,PZA,30.00,25.86,0.60,0.52,1.00,0.86,17/06/2010,11/12/2010,16,66.7,100,,0,D F,
PAP,0,,IMAN DE CUADRO 1 PZA,,1,PZA,2.50,2.16,2.50,2.16,4.00,3.45,,26/02/2010,16,60.0,12,,0,D F,
PAP,0,,RESISTOL ECONOMICO 60 GS,60 GS,1,PZA,1.60,1.38,1.60,1.38,2.50,2.16,06/01/2011,06/01/2011,16,56.2,25,,0,D F,
FER,0,,PLUG PROAM METAL 3.5 -150,3.5,1,PZA,3.00,2.59,3.00,2.59,5.50,4.74,,27/02/2010,16,83.3,25,,0,EL 45,
FER,0,,CINTA AHISLAR 18 MT ROJA,18 MT,1,PZA,9.89,8.53,9.89,8.53,14.00,12.07,23/06/2010,18/10/2010,16,41.6,0,,0,EL 45,
FER,46677110130,,FOCO PHILLIPS 40 W 186,40 WT,1,PZA,4.10,3.53,4.10,3.53,6.00,5.17,12/04/2010,07/01/2011,16,46.3,-14,,0,EL 45,
FER,0,,PLUG PROAM METAL 6.3 -115,6.3,1,PZA,5.75,4.96,5.75,4.96,8.00,6.90,,26/02/2010,16,39.1,12,,0,EL 45,
FER,0,,PLUG PROAM METAL 6.3 -110,-110,1,PZA,2.50,2.16,2.50,2.16,3.50,3.02,,26/02/2010,16,40.0,0,,0,EL 45,
FER,0,,CLAVIJA COHES CAFE 400/44,400/44,1,PZA,3.15,2.72,3.15,2.72,4.50,3.88,08/03/2010,08/03/2010,16,42.9,0,,0,EL,
FER,0,,AFLOJATODO COHES MD-40,MD,1,PZA,36.35,31.34,36.35,31.34,49.00,42.24,,26/02/2010,16,34.8,6,,0,EL 45,
FER,0,,LINTERNA COHES 3 LEN RECAR 637,637,1,PZA,23.70,20.43,23.70,20.43,33.00,28.45,,26/02/2010,16,39.2,0,,0,EL 45,
MER,0,,TIJERA P/CORTE DE PELO,,1,PZA,24.00,20.69,24.00,20.69,35.00,30.17,,25/09/2010,16,45.8,3,,0,MARBE,
MER,0,,ELASTICO ALGODON N 116,116,100,MT,158.00,136.21,1.58,1.36,2.50,2.15,03/08/2010,03/08/2010,16,58.2,10,,0,MBZ,
MER,0,,FIGURA ARTISTICA O CHAQUIRON,,10,PZA,12.00,10.34,1.20,1.03,2.00,1.72,,27/02/2010,16,66.7,0,,0,MBZ,
MER,0,,CIERRE 15 CT NYLON,15 CT,1,PZA,0.50,0.43,0.50,0.43,1.00,0.86,09/02/2011,09/02/2011,16,100.0,6,,0,MBZ,
MER,0,,GALON METALICO N 1317 ORO,,10,MT,53.00,45.69,5.30,4.57,8.00,6.90,,27/02/2010,16,50.9,6,,0,MBZ,
MER,0,,ESPIGUILLA METALICA N 1103,1103,100,M,181.00,156.03,1.81,1.56,2.80,2.41,,27/02/2010,16,54.7,0,,0,MBZ,
FER,0,,CALENTADOR PORCELANA RUMI,,1,PZA,11.50,9.91,11.50,9.91,17.50,15.09,07/01/2011,07/01/2011,16,52.2,0,,0,DIPLO,
PAP,830555001067,,CALCULADORA FX-82 ES,CIENT,1,PZA,41.42,35.71,41.42,35.71,58.00,50.00,06/08/2010,06/08/2010,16,40.0,0,,0,D F,
PAP,4966006702255,,CALCULADORA SR-260 SCIENTIF,,1,PZA,64.28,55.41,64.28,55.41,90.00,77.59,,28/02/2010,16,40.0,0,,0,,
LAC,7622300347987,QUESOS,QUESO PHILADELPHIA 90 GR,190 GR,1,CAJA,0.00,10.10,0.00,10.10,0.00,13.00,02/03/2010,02/03/2010,0,28.7,-70,,0,FUD,
CAR,0,SALCHICHA,SALCHICHA ECON DHECTOR 1K,1K,3,KG,0.00,49.62,0.00,16.54,0.00,21.00,20/10/2010,25/10/2010,0,27.0,9,,1,DANES,
ABA,747839402086,CERAS,CIRIO S/TERESITA 1 P COD.208,ESPECIAL,20,PZA,394.10,339.74,19.71,16.99,25.00,21.55,20/10/2010,20/10/2010,15,26.9,-7,,5,LABSA,
ABA,0,VELAS,VELAS No80 LUZ ETERNA C/U,1,96,PZA,227.00,195.69,2.36,2.04,3.00,2.59,29/06/2010,29/06/2010,15,26.9,-5,,1,GARIS,
PER,7502209681385,CREMAS,SWEET CREMA 500 GR ALMENDRA,500,1,PZA,19.70,16.98,19.70,16.98,25.50,21.98,10/03/2011,10/03/2011,16,29.4,-33,,1,GARIS,
PAN,7501030497080,BIMBO,PLUS VITA COOKIE BAR 20 GR,42 G,1,PZA,0.00,2.00,0.00,2.00,0.00,2.50,08/03/2010,08/03/2010,0,25.0,-171,,0,BIMBO,
LAC,0,,QUESO PANELA PILARICA K,,1,K,0.00,53.00,0.00,53.00,0.00,68.00,06/04/2011,06/04/2011,0,28.3,0,,0,MOREN,
FER,0,,BRESSO PASTA BOTE 75 GS,,1,PZA,25.00,21.55,25.00,21.55,35.00,30.17,,08/03/2010,16,40.0,1,,0,DIPLO,
FER,0,,INTERRUPTOR MODUS 2 PALANCAS,,1,PZA,11.00,9.48,11.00,9.48,15.00,12.93,08/03/2010,08/03/2010,16,36.4,6,,0,DIPLO,
FER,7501892873138,,MULTICONTACTO FULGORE 4 ENTRADAS,4 ENTRAD,1,PZA,30.00,25.86,30.00,25.86,41.00,35.34,,24/03/2010,16,36.7,3,,0,EL 45,
FER,0,,BOTON P/TIMBRE CAFE,,1,PZA,2.00,1.72,2.00,1.72,3.00,2.59,,08/03/2010,16,50.0,0,,0,,
FER,0,,BOTON MINI P/TIMBRE,,1,PZA,1.00,0.86,1.00,0.86,2.00,1.72,,08/03/2010,16,100.0,25,,0,EL 45,
DUL,7501000128167,MARINELA,MARINELA PRINCIPE 85 G AZUL,85 GR,1,PQT,0.00,5.00,0.00,5.00,0.00,6.00,03/06/2010,03/06/2010,0,20.0,-43,,0,MARIN,
FER,7501600551570,,PEGA ACERO 30 GR TUBO,,1,PZA,10.70,9.22,10.70,9.22,14.00,12.07,09/03/2010,09/03/2010,16,30.8,0,,0,DF,
FER,0,FERRETERA,METALFLU 60 ML PEGAM P/TUBOS PVC,60 ML,1,PZA,7.50,6.47,7.50,6.47,9.50,8.19,,09/03/2010,15,26.7,0,,0,DF,
PAP,7501600559163,,ADHESIVO DEVCON 14 ML EPOXICO,8 GS,1,PZA,25.00,21.55,25.00,21.55,33.00,28.45,09/03/2010,09/03/2010,16,32.0,-3,,0,D F,
PAP,0,,ADHESIVO DEVCON 14 ML P/METALES,8 GS,1,PZA,25.00,21.55,25.00,21.55,33.00,28.45,,09/03/2010,16,32.0,-3,,0,D F,
FER,7501600551532,,PEGAMENTO PEGARAPID METAL P-202,,1,PZA,10.70,9.30,10.70,9.30,15.00,13.04,,09/03/2010,16,40.2,0,,0,,
FER,7501316150456,,SILICON PENS AZUL 75 GS HOGAR,75 GS,1,PZA,16.00,13.79,16.00,13.79,22.50,19.40,,09/03/2010,16,40.6,5,,0,MARCU,
MER,0,MERCERIA,CALCETA YALTEX 13-18,3-5,1,PZA,15.00,12.93,15.00,12.93,19.00,16.38,10/03/2010,10/03/2010,16,26.7,0,,0,ESTRE,
MER,0,MERCERIA,CALCETA LEKA 13-18,3-5,1,PZA,15.00,12.93,15.00,12.93,19.00,16.38,,10/03/2010,16,26.7,0,,0,ESTRE,
MER,0,,CALCETA BANER 6/9 BCA,,12,PZA,150.00,129.31,12.50,10.78,16.00,13.79,02/02/2011,02/02/2011,16,28.0,3,,0,ROGEL,
MER,0,MERCERIA,CALCETA LEKA 3-5,3-5,1,PZA,12.00,10.34,12.00,10.34,15.00,12.93,10/03/2010,10/03/2010,16,25.0,0,,0,ESTRE,
BON,0,,CALCETA LEKA 6-8,GDE,12,PZA,144.00,124.14,12.00,10.34,18.00,15.52,,10/03/2010,16,50.0,0,,0,ROGEL,
BON,0,,CALCETA LEKA 9-12,GDE,12,PZA,144.00,124.14,12.00,10.34,18.00,15.52,,10/03/2010,16,50.0,0,,0,ROGEL,
MER,0,MERCERIA,CALCETA BRIGITTE CALADA 9-12,3-5,1,PZA,12.00,10.34,12.00,10.34,15.00,12.93,,10/03/2010,16,25.0,0,,0,ESTRE,
MER,0,MERCERIA,CALCETA MARIZETA CALADA 6-8,3-5,1,PZA,9.50,8.19,9.50,8.19,13.00,11.21,10/03/2010,10/03/2010,16,36.8,0,,0,ESTRE,
PER,0,,TOBILLERA DUTLA 0-0,1,12,PZA,126.00,108.62,10.50,9.05,14.00,12.07,03/05/2010,03/05/2010,16,33.3,0,,0,ROGEL,
MER,0,PANTIMEDI,TOBILLERA SUSI/EDY 0-0 0-2,1,6,PZA,20.82,18.10,3.47,3.02,5.00,4.35,,10/03/2010,16,44.1,0,,0,ROGEL,
MER,0,PANTIMEDI,TOBILLERA JOOH 0-2,1,6,PZA,28.00,24.14,4.67,4.02,6.50,5.60,11/03/2010,11/03/2010,16,39.3,0,,0,ROGEL,
,0,,TOBILLERA GAZARA 1-3 3-5 OLAN,,12,PZA,180.00,155.17,15.00,12.93,19.00,16.38,03/02/2011,03/02/2011,16,26.7,0,,0,ROGEL,
PER,0,,TOBILLERA GAZARA 6-8 OLAN,,12,PZA,180.00,155.17,15.00,12.93,20.00,17.24,03/02/2011,03/02/2011,16,33.3,0,,0,GARIS,
PER,0,,TOBILLERA RODY 6-8 OLAN,1,1,PZA,12.00,10.43,12.00,10.43,15.00,13.04,,10/03/2010,16,25.0,0,,0,ROGEL,
MER,0,,TOBILLERA GAZZARA 9-12 OLAN,13/18,12,PZA,180.00,155.17,15.00,12.93,21.00,18.10,03/02/2011,03/02/2011,16,40.0,6,,0,ROGEL,
PER,0,,TOBILLERA BRIANA 1-3 OLAN,1,1,PZA,12.00,10.43,12.00,10.43,15.00,13.04,,10/03/2010,16,25.0,0,,0,ROGEL,
BON,0,,CALCETA DEPORTE SERRANO,GDE,1,PZA,11.00,9.48,11.00,9.48,15.00,12.93,10/03/2010,10/03/2010,16,36.4,0,,0,ROGEL,
FER,0,,CLAVIJA FULGORE C/ABRAZ 114,,1,PZA,11.00,9.48,11.00,9.48,15.00,12.93,,10/03/2010,16,36.4,6,,0,EL 45,
FER,0,,CONTACTO TRIPLE ELMALEH 050,050,1,PZA,15.00,12.93,15.00,12.93,21.00,18.10,10/03/2010,10/03/2010,16,40.0,6,,0,EL 45,
BON,0,BONETERIA,MALLA SN JOSE BLANCA 0-0,2-12,1,PZA,27.14,23.40,27.14,23.40,38.00,32.76,11/03/2010,11/03/2010,16,40.0,-1,,0,ROGEL,
BON,0,BONETERIA,MALLA SN JOSE BLANCA 1-2,2-12,1,PZA,28.57,24.63,28.57,24.63,40.00,34.48,11/03/2010,11/03/2010,16,40.0,0,,0,ROGEL,
BON,0,BONETERIA,MALLA SN JOSE BLANCA 3-5,2-12,1,PZA,32.00,27.59,32.00,27.59,44.00,37.93,02/02/2011,02/02/2011,16,37.5,0,,0,ROGEL,
BON,0,BONETERIA,MALLA SN JOSE BLANCA 6-8,2-12,1,PZA,34.00,29.31,34.00,29.31,47.00,40.52,02/02/2011,02/02/2011,16,38.2,0,,0,ROGEL,
BON,0,BONETERIA,MALLA SN JOSE BLANCA 9-12,2-12,1,PZA,35.00,30.17,35.00,30.17,49.00,42.24,02/02/2011,02/02/2011,16,40.0,0,,0,ROGEL,
BON,0,BONETERIA,MALLA CATERINE ESTAMP 1-5,2-12,1,PZA,27.00,23.28,27.00,23.28,35.00,30.17,11/03/2010,11/03/2010,16,29.6,0,,0,ROGEL,
BON,0,BONETERIA,MALLA CATERINE ESTAMP 6-12,2-12,1,PZA,34.00,29.31,34.00,29.31,43.00,37.07,11/03/2010,11/03/2010,16,26.5,0,,0,ROGEL,
MER,0,MEDIAS,TOBITEEN YELLI 6 PZ,1,6,P`ZA,66.00,56.90,11.00,9.48,15.00,12.93,11/03/2010,11/03/2010,16,36.4,0,,0,DF,
MER,0,MEDIAS,PROTECTOR PIE YELLI 6 PZA,1,1,P`ZA,6.00,5.17,6.00,5.17,8.50,7.33,11/03/2010,11/03/2010,16,41.7,0,,0,DF,
MER,0,MEDIAS,PROTECTOR PIE SUTIL STRECH 6 PZA,1,12,P`ZA,85.30,73.53,7.11,6.13,10.00,8.62,02/02/2011,02/02/2011,16,40.7,-1,,0,DF,
MER,0,,MALLA ACRILAN GRUESA 3-8,,1,PTE,38.00,32.76,38.00,32.76,50.00,43.10,11/03/2010,11/03/2010,16,31.6,0,,0,GARIS,
ABA,7501055305681,,CIEL AGUA 19 LT GARRAFON,600,1,PZA,0.00,22.00,0.00,22.00,0.00,25.00,21/02/2011,21/02/2011,0,13.6,-85,,0,COCA,
MER,7502002961936,MEDIAS,MINIMEDIA SUTIL VANIZ NATURAL,1,12,P`ZA,100.44,86.59,8.37,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.4,-3,,0,07701,
MER,7502002962056,MEDIAS,MINIMEDIA SUTIL VANIZ CHAMPAGN,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,-2,,0,DF,
MER,7502002961974,MEDIAS,MINIMEDIA SUTIL VANIZ JUVENIL,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,0,,0,07701,
MER,7502002962018,MEDIAS,MINIMEDIA SUTIL VANIZ GRIS,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,0,,0,07701,
MER,7502002961981,MEDIAS,MINIMEDIA SUTIL VANIZ DARLING,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,0,,0,07701,
MER,7502002961998,MEDIAS,MINIMEDIA SUTIL VANIZ MARINO,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,0,,0,DF,
MER,7502002962063,MEDIAS,MINIMEDIA SUTIL VANIZ BEIGE CAFE,1,12,P`ZA,100.50,86.64,8.38,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.3,0,,0,ESTRE,
MER,7502002962025,MEDIAS,MINIMEDIA SUTIL VANIZ VERA,1,12,P`ZA,100.44,86.59,8.37,7.22,11.00,9.48,02/02/2011,02/02/2011,16,31.4,0,,0,DF,
MER,7502002960021,,TOBIMEDIA SUTIL LIKRA NATURAL,,12,PZA,75.60,65.17,6.30,5.43,8.50,7.33,02/02/2011,02/02/2011,16,34.9,8,,2,ROGEL,
MER,7502002962797,,TOBIMEDIA SUTIL LIKRA ALA MOSCA,,12,PZA,75.60,65.17,6.30,5.43,8.50,7.33,02/02/2011,02/02/2011,16,34.9,4,,2,ESTRE,
MER,7502002962728,,TOBIMEDIA SUTIL LIKRA JUVENIL,,12,PZA,75.60,65.17,6.30,5.43,8.50,7.33,02/02/2011,02/02/2011,16,34.9,8,,2,ROGEL,
